medicine_name,authorisation_no,pharmaceutical_form_lv,active_substance,Aizliegts ārpus sacensībām,Aizliegts sacensību laikā,Aizliegto vielu un metožu saraksta klase,Piezīmes par lietošanu,"Sporta veidi, kuros aizliegts sacensību laikā","Sporta veidi, kuros aizliegts ārpus sacensībām",Notes,Prohibited In-Competition in the following sports,Prohibited Out-of-Competition in the following sports
Dafiro HCT,EU/1/09/574/019,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/020,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/021,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/022,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/023,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/024,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/025,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/026,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/027,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/028,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/029,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/030,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/031,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/032,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/033,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/034,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/035,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/036,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/037,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/038,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/039,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/040,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/041,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/042,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/043,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/044,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/045,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/046,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/047,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/048,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/049,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/050,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/051,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/052,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/053,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/054,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/055,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/056,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/057,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/058,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/059,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dafiro HCT,EU/1/09/574/060,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/001,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/002,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/003,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/004,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/005,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/006,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/007,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/008,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/009,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/010,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/011,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/012,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/013,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/014,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/015,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/016,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/017,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/018,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/019,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/020,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/021,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/022,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/023,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/024,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/025,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/026,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/027,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/028,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/029,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/030,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/031,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/032,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/033,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/034,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/035,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/036,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/037,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/038,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/039,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/040,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/041,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/042,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/043,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/044,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/045,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/046,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/047,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/048,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/049,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/050,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/051,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/052,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/053,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/054,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/055,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/056,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/057,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/058,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/059,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Copalia HCT,EU/1/09/575/060,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/001,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/002,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/003,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/004,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/005,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/006,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/007,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/008,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/009,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/010,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/011,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/012,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/013,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/014,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/015,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/016,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/017,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/018,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/019,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/020,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/021,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/022,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/023,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/024,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/025,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/026,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/027,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/028,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/029,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/030,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/031,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/032,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/033,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/034,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/035,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/036,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/037,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/038,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/039,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/040,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/041,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/042,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/043,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/044,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/045,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/046,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/047,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/048,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/049,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/050,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/051,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/052,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/053,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/054,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/055,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/056,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/057,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/058,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/059,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/060,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/061,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/062,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/063,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/064,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/065,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/066,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/067,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/068,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/069,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Irbesartan/Hydrochlorothiazide Teva,EU/1/09/583/070,Apvalkotās tabletes,"Irbesartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
